company_name,description,goal,pledged,outcome,backers_count,country,currency,launched_date,end_date,staff_pick,spotlight,category & sub-category,category,subcategory
"Guerrero, Flores and Jenkins",Networked optimal architecture,3400.0,2809.0,failed,32,US,USD,2021-01-12 06:00:00,2021-12-22 06:00:00,False,False,music/indie rock,music,indie rock
Harris-Perry,User-centric 6thgeneration attitude,4100.0,3087.0,canceled,75,US,USD,2021-03-05 06:00:00,2021-07-26 05:00:00,False,True,music/indie rock,music,indie rock
Guzman Group,Ameliorated disintermediate utilization,114300.0,96777.0,failed,1257,US,USD,2021-02-10 06:00:00,2021-09-22 05:00:00,False,False,music/indie rock,music,indie rock
Little-Marsh,Virtual attitude-oriented migration,8000.0,2758.0,failed,25,US,USD,2021-10-07 05:00:00,2021-12-28 06:00:00,False,True,music/indie rock,music,indie rock
Ramirez-Myers,Switchable intangible definition,900.0,14547.0,successful,186,US,USD,2020-11-25 06:00:00,2021-10-16 05:00:00,False,False,music/indie rock,music,indie rock
Leblanc-Pineda,Future-proofed upward-trending contingency,2700.0,1479.0,failed,25,US,USD,2021-08-13 05:00:00,2021-11-21 06:00:00,False,False,music/indie rock,music,indie rock
Cruz Ltd,Exclusive dynamic adapter,114800.0,12938.0,canceled,145,CH,CHF,2020-06-26 05:00:00,2021-03-09 06:00:00,False,False,music/indie rock,music,indie rock
"Acosta, Mullins and Morris",Pre-emptive interactive model,97300.0,62127.0,failed,941,US,USD,2021-05-28 05:00:00,2021-07-01 05:00:00,False,False,music/indie rock,music,indie rock
Schmidt-Gomez,User-centric impactful projection,5100.0,2064.0,failed,83,US,USD,2021-06-02 05:00:00,2021-09-04 05:00:00,False,False,music/indie rock,music,indie rock
Hensley Ltd,Versatile global attitude,6200.0,10938.0,successful,296,US,USD,2020-10-28 05:00:00,2021-02-27 06:00:00,False,True,music/indie rock,music,indie rock
"Wilson, Brooks and Clark",Operative well-modulated data-warehouse,146400.0,152438.0,successful,1605,US,USD,2021-11-14 06:00:00,2021-12-14 06:00:00,False,True,music/indie rock,music,indie rock
"Avila, Ford and Welch",Focused leadingedge matrix,9000.0,7227.0,failed,80,GB,GBP,2020-05-24 05:00:00,2021-05-26 05:00:00,False,False,music/indie rock,music,indie rock
"Holt, Bernard and Johnson",Multi-lateral didactic encoding,115600.0,184086.0,successful,2218,GB,GBP,2021-01-04 06:00:00,2021-04-11 05:00:00,False,False,music/indie rock,music,indie rock
Harrison-Bridges,Profit-focused exuding moderator,77000.0,1930.0,failed,49,GB,GBP,2021-03-04 06:00:00,2021-09-21 05:00:00,False,False,music/indie rock,music,indie rock
Morrison-Henderson,De-engineered disintermediate encoding,100.0,4.0,canceled,1,CH,CHF,2021-06-18 05:00:00,2021-11-12 06:00:00,False,False,music/indie rock,music,indie rock
Ritter PLC,Multi-channeled upward-trending application,9500.0,14408.0,successful,554,CA,CAD,2020-12-25 06:00:00,2021-07-12 05:00:00,False,False,music/indie rock,music,indie rock
Burnett-Mora,Quality-focused 24/7 superstructure,6400.0,12129.0,successful,238,GB,GBP,2020-09-06 05:00:00,2021-08-01 05:00:00,False,True,music/indie rock,music,indie rock
Smith-Smith,Total leadingedge neural-net,189000.0,5916.0,failed,64,US,USD,2021-03-10 06:00:00,2021-05-26 05:00:00,False,False,music/indie rock,music,indie rock
"Dunn, Moreno and Green",Intuitive object-oriented task-force,1900.0,2884.0,successful,96,US,USD,2021-02-23 06:00:00,2021-02-28 06:00:00,False,False,music/indie rock,music,indie rock
Robinson Group,Re-contextualized homogeneous flexibility,16200.0,75955.0,successful,1101,US,USD,2020-07-03 05:00:00,2021-05-18 05:00:00,False,False,music/indie rock,music,indie rock
"Turner, Scott and Gentry",Assimilated regional groupware,5600.0,2445.0,failed,58,IT,EUR,2021-03-31 05:00:00,2021-12-04 06:00:00,False,False,music/indie rock,music,indie rock
Gardner Inc,Function-based systematic Graphical User Interface,3700.0,5028.0,successful,180,US,USD,2021-07-22 05:00:00,2022-01-03 06:00:00,False,False,music/indie rock,music,indie rock
Meyer-Avila,Multi-tiered discrete support,10000.0,6100.0,failed,191,US,USD,2020-12-02 06:00:00,2021-05-28 05:00:00,False,False,music/indie rock,music,indie rock
Matthews LLC,Advanced transitional help-desk,3900.0,8125.0,successful,198,US,USD,2020-09-05 05:00:00,2021-04-21 05:00:00,True,True,music/indie rock,music,indie rock
Johnson-Pace,Persistent 3rdgeneration moratorium,149600.0,169586.0,successful,5139,US,USD,2021-07-10 05:00:00,2022-01-12 06:00:00,False,False,music/indie rock,music,indie rock
Macias Inc,Optimized didactic intranet,8100.0,6086.0,failed,94,US,USD,2020-09-02 05:00:00,2021-08-06 05:00:00,False,False,music/indie rock,music,indie rock
Jones-Ryan,Vision-oriented uniform instruction set,6700.0,8917.0,successful,307,US,USD,2021-03-27 05:00:00,2021-10-09 05:00:00,False,True,music/indie rock,music,indie rock
Collier LLC,Secured well-modulated projection,17100.0,111502.0,successful,1467,CA,CAD,2020-09-09 05:00:00,2021-09-05 05:00:00,False,True,music/indie rock,music,indie rock
Sanders LLC,Multi-tiered explicit focus group,150600.0,127745.0,failed,1825,US,USD,2021-02-01 06:00:00,2022-01-16 06:00:00,False,False,music/indie rock,music,indie rock
"Christian, Kim and Jimenez",Devolved foreground throughput,134400.0,155849.0,successful,1470,US,USD,2021-07-11 05:00:00,2021-09-17 05:00:00,False,False,music/indie rock,music,indie rock
"Thomas, Clay and Mendoza",Multi-channeled reciprocal interface,800.0,2991.0,successful,32,US,USD,2020-05-13 05:00:00,2021-03-06 06:00:00,False,False,music/indie rock,music,indie rock
"Taylor, Santiago and Flores",Polarized composite customer loyalty,66600.0,37823.0,failed,374,US,USD,2020-10-08 05:00:00,2021-04-11 05:00:00,False,True,music/indie rock,music,indie rock
"Jones, Taylor and Moore",Down-sized system-worthy secured line,100.0,2.0,failed,1,IT,EUR,2021-10-08 05:00:00,2021-11-03 05:00:00,False,False,music/metal,music,metal
Davis-Michael,Progressive tertiary framework,3900.0,4776.0,successful,85,GB,GBP,2021-06-29 05:00:00,2021-08-27 05:00:00,False,False,music/metal,music,metal
Sandoval Group,Assimilated multi-tasking archive,7100.0,8716.0,successful,126,US,USD,2021-08-30 05:00:00,2021-09-21 05:00:00,False,False,music/metal,music,metal
Garcia Ltd,Secured global success,5600.0,5476.0,failed,137,DK,DKK,2020-12-13 06:00:00,2021-04-14 05:00:00,False,True,music/metal,music,metal
"Roberts, Hinton and Williams",Programmable static middleware,35000.0,177936.0,successful,3016,US,USD,2020-07-04 05:00:00,2021-03-31 05:00:00,False,False,music/metal,music,metal
Marquez-Kerr,Automated hybrid orchestration,15800.0,83267.0,successful,980,US,USD,2021-04-01 05:00:00,2022-01-01 06:00:00,False,False,music/metal,music,metal
Lutz Group,Enterprise-wide foreground paradigm,2700.0,1012.0,failed,12,IT,EUR,2020-09-07 05:00:00,2021-07-05 05:00:00,False,False,music/metal,music,metal
"Wright, Brooks and Villarreal",Reverse-engineered bifurcated strategy,6600.0,11746.0,successful,131,US,USD,2021-09-29 05:00:00,2021-11-29 06:00:00,False,False,music/jazz,music,jazz
Collins-Goodman,Cross-platform even-keeled initiative,1400.0,9253.0,successful,88,US,USD,2020-05-11 05:00:00,2021-03-09 06:00:00,False,False,music/jazz,music,jazz
Daniel-Luna,Mandatory multimedia leverage,75000.0,2529.0,failed,40,US,USD,2020-10-20 05:00:00,2021-01-17 06:00:00,False,False,music/jazz,music,jazz
Cole LLC,Proactive responsive emulation,111900.0,85902.0,failed,3182,IT,EUR,2021-08-07 05:00:00,2022-01-13 06:00:00,False,True,music/jazz,music,jazz
Shannon Ltd,Pre-emptive neutral capacity,100.0,5.0,failed,1,US,USD,2021-01-19 06:00:00,2021-07-25 05:00:00,False,True,music/jazz,music,jazz
"Owens, Hall and Gonzalez",De-engineered static orchestration,62800.0,143788.0,successful,3059,CA,CAD,2020-11-19 06:00:00,2021-08-28 05:00:00,False,False,music/jazz,music,jazz
King-Nguyen,Open-source incremental throughput,1300.0,13678.0,successful,249,US,USD,2021-06-25 05:00:00,2021-10-01 05:00:00,False,False,music/jazz,music,jazz
Stevens Inc,Adaptive 24hour projection,8200.0,1546.0,canceled,37,US,USD,2021-10-08 05:00:00,2021-11-27 06:00:00,False,False,music/jazz,music,jazz
Franklin Inc,Focused multimedia knowledgebase,6200.0,6269.0,successful,87,US,USD,2020-05-01 05:00:00,2021-04-13 05:00:00,False,False,music/jazz,music,jazz
Johnson Group,Compatible full-range leverage,3900.0,11075.0,successful,316,US,USD,2021-02-28 06:00:00,2021-05-08 05:00:00,False,True,music/jazz,music,jazz
"Wilson, Wilson and Mathis",Optional asymmetric success,100.0,2.0,failed,1,US,USD,2021-06-11 05:00:00,2021-10-26 05:00:00,False,False,music/jazz,music,jazz
Smith Group,Right-sized secondary challenge,106800.0,57872.0,failed,752,DK,DKK,2021-08-27 05:00:00,2021-12-19 06:00:00,False,False,music/jazz,music,jazz
Young PLC,Optional maximized attitude,79400.0,26571.0,failed,1063,US,USD,2020-05-20 05:00:00,2021-02-06 06:00:00,False,False,music/jazz,music,jazz
Davis Ltd,Upgradable uniform service-desk,3500.0,6204.0,successful,100,AU,AUD,2021-04-22 05:00:00,2021-07-19 05:00:00,False,False,music/jazz,music,jazz
Smith-Brown,Object-based content-based ability,1500.0,10946.0,successful,207,IT,EUR,2020-12-01 06:00:00,2021-07-19 05:00:00,False,True,music/jazz,music,jazz
Cook-Ortiz,Right-sized dedicated standardization,17700.0,150960.0,successful,1797,US,USD,2021-06-11 05:00:00,2021-08-22 05:00:00,False,False,music/jazz,music,jazz
Best-Young,Implemented multimedia time-frame,3100.0,12620.0,successful,123,CH,CHF,2020-08-19 05:00:00,2021-06-02 05:00:00,False,False,music/jazz,music,jazz
Gates PLC,Secured content-based product,4500.0,13985.0,successful,159,US,USD,2020-07-09 05:00:00,2021-05-18 05:00:00,False,False,music/world music,music,world music
Soto-Anthony,Ameliorated logistical capability,51400.0,90440.0,successful,2261,US,USD,2020-10-13 05:00:00,2021-02-22 06:00:00,False,True,music/world music,music,world music
Howard-Douglas,Organized human-resource attitude,88400.0,121138.0,successful,1573,US,USD,2020-09-22 05:00:00,2021-04-06 05:00:00,False,False,music/world music,music,world music
"Melton, Robinson and Fritz",Function-based leadingedge pricing structure,108400.0,142523.0,successful,1425,AU,AUD,2020-12-17 06:00:00,2021-12-30 06:00:00,False,False,technology/web,technology,web
Sparks-West,Organized incremental standardization,2000.0,14452.0,successful,249,US,USD,2021-08-19 05:00:00,2021-11-21 06:00:00,False,False,technology/web,technology,web
Mosley-Gilbert,Vision-oriented logistical intranet,2800.0,2734.0,failed,38,US,USD,2021-05-21 05:00:00,2021-09-23 05:00:00,False,True,technology/web,technology,web
Hanson Inc,Grass-roots web-enabled contingency,2900.0,8807.0,successful,180,GB,GBP,2021-03-14 06:00:00,2021-08-29 05:00:00,False,False,technology/web,technology,web
Charles-Johnson,Total fresh-thinking system engine,6800.0,9829.0,successful,95,US,USD,2020-10-08 05:00:00,2021-07-23 05:00:00,False,False,technology/web,technology,web
Jones-Meyer,Re-engineered client-driven hub,4700.0,12635.0,successful,361,AU,AUD,2020-10-24 05:00:00,2021-04-12 05:00:00,False,False,technology/web,technology,web
"Fleming, Zhang and Henderson",Distributed 5thgeneration implementation,164700.0,166116.0,successful,2443,GB,GBP,2021-07-17 05:00:00,2022-01-18 06:00:00,False,False,technology/web,technology,web
Jackson LLC,Distributed motivating algorithm,64300.0,65323.0,successful,1071,US,USD,2020-05-07 05:00:00,2021-03-21 05:00:00,False,False,technology/web,technology,web
Figueroa Ltd,Expanded solution-oriented benchmark,5000.0,11502.0,successful,117,US,USD,2021-05-26 05:00:00,2021-11-24 06:00:00,False,False,technology/web,technology,web
Bruce Group,Cross-platform methodical process improvement,5500.0,4300.0,failed,75,US,USD,2021-02-01 06:00:00,2021-09-05 05:00:00,False,True,technology/web,technology,web
Cordova Ltd,Synergized radical product,90400.0,110279.0,successful,2506,US,USD,2021-05-05 05:00:00,2021-08-08 05:00:00,False,False,technology/web,technology,web
"Daniels, Rose and Tyler",Centralized global approach,8600.0,5315.0,failed,136,US,USD,2021-03-17 05:00:00,2021-04-15 05:00:00,False,False,technology/web,technology,web
"Osborne, Perkins and Knox",Cross-platform bi-directional workforce,2100.0,14305.0,successful,157,US,USD,2021-02-09 06:00:00,2021-10-26 05:00:00,False,False,technology/web,technology,web
Walters-Carter,Seamless value-added standardization,4500.0,14649.0,successful,222,US,USD,2020-11-20 06:00:00,2021-11-27 06:00:00,False,False,technology/web,technology,web
"Higgins, Davis and Salazar",Distributed multi-tasking strategy,2700.0,8799.0,successful,91,US,USD,2021-03-28 05:00:00,2021-08-23 05:00:00,False,False,technology/web,technology,web
Tran LLC,Ameliorated fresh-thinking protocol,9800.0,8153.0,failed,132,US,USD,2021-02-20 06:00:00,2021-04-10 05:00:00,False,False,technology/web,technology,web
"Bell, Grimes and Kerr",Self-enabling uniform complexity,1800.0,8219.0,successful,107,US,USD,2021-03-05 06:00:00,2022-02-20 06:00:00,True,False,technology/web,technology,web
Mills Group,Advanced empowering matrix,8400.0,3251.0,canceled,64,US,USD,2020-03-24 05:00:00,2021-02-22 06:00:00,False,False,technology/web,technology,web
Petersen and Sons,Open-source full-range portal,900.0,12607.0,successful,191,US,USD,2021-05-03 05:00:00,2022-02-13 06:00:00,False,False,technology/web,technology,web
Ware-Arias,Upgradable maximized protocol,113800.0,140469.0,successful,5203,US,USD,2021-04-28 05:00:00,2021-12-10 06:00:00,False,False,technology/web,technology,web
Shaw Ltd,Profit-focused content-based application,1400.0,8053.0,successful,139,CA,CAD,2021-06-05 05:00:00,2021-08-03 05:00:00,False,True,technology/web,technology,web
"Smith, Brown and Davis",Devolved background project,193400.0,46317.0,failed,579,DK,DKK,2021-12-27 06:00:00,2022-01-14 06:00:00,False,False,technology/web,technology,web
"Turner, Miller and Francis",Compatible well-modulated budgetary management,2100.0,837.0,failed,19,US,USD,2020-12-26 06:00:00,2021-07-03 05:00:00,False,True,technology/web,technology,web
Martin-James,Streamlined upward-trending analyzer,180100.0,105598.0,failed,2779,AU,AUD,2021-01-11 06:00:00,2021-03-30 05:00:00,False,True,technology/web,technology,web
"Sanchez, Cross and Savage",Sharable mobile knowledgebase,6000.0,3841.0,failed,71,US,USD,2021-02-15 06:00:00,2021-05-05 05:00:00,False,False,technology/web,technology,web
Nunez-Richards,De-engineered cohesive system engine,86400.0,103255.0,successful,1613,US,USD,2020-10-12 05:00:00,2021-10-21 05:00:00,False,False,technology/web,technology,web
Cisneros Ltd,Vision-oriented regional hub,10000.0,12684.0,successful,409,US,USD,2020-10-17 05:00:00,2021-08-24 05:00:00,False,False,technology/web,technology,web
Williams-Jones,Monitored incremental info-mediaries,600.0,14033.0,successful,234,US,USD,2020-05-06 05:00:00,2021-05-31 05:00:00,False,False,technology/web,technology,web
Nguyen Inc,Seamless directional capacity,7300.0,7348.0,successful,69,US,USD,2020-09-11 05:00:00,2021-06-19 05:00:00,False,False,technology/web,technology,web
Moreno Ltd,Customer-focused multimedia methodology,108400.0,138586.0,successful,1345,AU,AUD,2021-04-14 05:00:00,2021-05-30 05:00:00,False,True,technology/web,technology,web
"Quinn, Cruz and Schmidt",Enterprise-wide multimedia software,8900.0,14685.0,successful,181,US,USD,2021-05-01 05:00:00,2021-10-20 05:00:00,False,False,technology/web,technology,web
"Cruz, Hall and Mason",Synergized content-based hierarchy,8000.0,7220.0,canceled,219,US,USD,2021-06-06 05:00:00,2021-07-08 05:00:00,False,False,technology/web,technology,web
Edwards LLC,Automated system-worthy structure,55800.0,118580.0,successful,3388,US,USD,2020-12-25 06:00:00,2021-08-06 05:00:00,False,False,technology/web,technology,web
Gonzalez-Snow,Polarized user-facing interface,5000.0,6775.0,successful,78,IT,EUR,2020-12-21 06:00:00,2021-12-01 06:00:00,False,False,technology/web,technology,web
Byrd Group,Profound fault-tolerant model,88900.0,102535.0,successful,3308,US,USD,2021-09-25 05:00:00,2021-09-28 05:00:00,False,False,technology/web,technology,web
"Houston, Moore and Rogers",Optional tangible utilization,7600.0,8332.0,successful,185,US,USD,2021-08-12 05:00:00,2021-11-23 06:00:00,False,False,technology/web,technology,web
"Hodges, Smith and Kelly",Future-proofed 24hour model,86200.0,77355.0,failed,1758,US,USD,2020-05-06 05:00:00,2021-02-09 06:00:00,False,False,technology/web,technology,web
"Garcia, Dunn and Richardson",Automated even-keeled emulation,9100.0,12991.0,successful,155,US,USD,2020-10-11 05:00:00,2021-03-10 06:00:00,False,False,technology/web,technology,web
Williams LLC,Up-sized high-level access,69900.0,138087.0,successful,1354,GB,GBP,2021-11-17 06:00:00,2021-11-28 06:00:00,False,False,technology/web,technology,web
"Cooper, Stanley and Bryant",Phased empowering success,1000.0,5085.0,successful,48,US,USD,2021-06-07 05:00:00,2021-11-30 06:00:00,True,True,technology/web,technology,web
"Powers, Smith and Deleon",Enhanced uniform service-desk,100.0,2.0,failed,1,US,USD,2020-09-23 05:00:00,2021-06-06 05:00:00,False,True,technology/web,technology,web
"Wang, Silva and Byrd",Integrated bifurcated software,1400.0,3534.0,successful,110,US,USD,2021-01-11 06:00:00,2021-07-02 05:00:00,False,False,technology/web,technology,web
"Carter, Cole and Curtis",Cloned responsive standardization,5800.0,11539.0,successful,462,US,USD,2020-09-08 05:00:00,2021-04-12 05:00:00,True,False,technology/web,technology,web
Stevenson PLC,Profound directional knowledge user,160400.0,1210.0,failed,38,US,USD,2021-02-19 06:00:00,2021-07-23 05:00:00,False,False,technology/web,technology,web
Dawson Group,Triple-buffered bi-directional model,167400.0,196386.0,successful,3777,IT,EUR,2021-03-07 06:00:00,2021-03-22 05:00:00,False,False,technology/web,technology,web
Wiggins Ltd,Upgradable analyzing core,9900.0,6161.0,live,66,CA,CAD,2021-04-27 05:00:00,2021-11-24 06:00:00,False,False,technology/web,technology,web
Wright LLC,Seamless clear-thinking conglomeration,5900.0,9520.0,successful,203,US,USD,2021-02-22 06:00:00,2021-02-28 06:00:00,False,False,technology/web,technology,web
"Henderson, Parker and Diaz",Enterprise-wide client-driven policy,42600.0,156384.0,successful,1548,AU,AUD,2021-07-19 05:00:00,2021-12-03 06:00:00,False,False,technology/web,technology,web
Robbins Group,Function-based interactive matrix,5500.0,4678.0,failed,55,US,USD,2021-02-04 06:00:00,2021-03-07 06:00:00,False,False,technology/web,technology,web
"Sellers, Roach and Garrison",Multi-tiered systematic knowledge user,42700.0,97524.0,successful,1681,US,USD,2020-12-18 06:00:00,2021-03-15 05:00:00,False,True,technology/web,technology,web
Diaz-Little,Grass-roots executive synergy,6700.0,11941.0,successful,323,US,USD,2021-06-26 05:00:00,2021-07-10 05:00:00,False,False,technology/web,technology,web
"Wright, Hunt and Rowe",Extended eco-centric pricing structure,81200.0,38414.0,failed,452,US,USD,2021-10-25 05:00:00,2021-12-16 06:00:00,False,False,technology/wearables,technology,wearables
"Scott, Wilson and Martin",Cross-platform intermediate frame,92400.0,104257.0,successful,2673,US,USD,2021-05-01 05:00:00,2021-10-01 05:00:00,False,False,technology/wearables,technology,wearables
"Garcia, Garcia and Lopez",Reduced stable middleware,8800.0,14878.0,successful,198,US,USD,2020-11-18 06:00:00,2021-03-18 05:00:00,False,True,technology/wearables,technology,wearables
"Bradshaw, Gill and Donovan",Inverse secondary infrastructure,158100.0,145243.0,failed,1467,GB,GBP,2020-09-07 05:00:00,2021-07-29 05:00:00,False,True,technology/wearables,technology,wearables
Roy PLC,Multi-channeled neutral customer loyalty,6000.0,5392.0,failed,120,US,USD,2021-03-30 05:00:00,2021-05-24 05:00:00,False,False,technology/wearables,technology,wearables
"Flores, Miller and Johnson",Horizontal context-sensitive knowledge user,8000.0,11493.0,successful,164,US,USD,2021-03-03 06:00:00,2021-05-22 05:00:00,False,False,technology/wearables,technology,wearables
Lopez Inc,Team-oriented 6thgeneration middleware,72600.0,117892.0,successful,4065,GB,GBP,2020-11-03 06:00:00,2021-09-24 05:00:00,False,True,technology/wearables,technology,wearables
Cisneros-Burton,Public-key zero tolerance orchestration,31400.0,41564.0,successful,374,US,USD,2021-07-03 05:00:00,2021-10-05 05:00:00,False,False,technology/wearables,technology,wearables
Garcia Inc,Front-line web-enabled model,3700.0,10422.0,successful,336,US,USD,2020-09-18 05:00:00,2021-08-18 05:00:00,False,True,technology/wearables,technology,wearables
Harper-Davis,Robust heuristic encoding,1900.0,13816.0,successful,126,US,USD,2021-07-02 05:00:00,2021-12-31 06:00:00,False,True,technology/wearables,technology,wearables
"Hamilton, Wright and Chavez",Down-sized empowering protocol,92100.0,19246.0,failed,326,US,USD,2021-01-14 06:00:00,2021-07-07 05:00:00,False,True,technology/wearables,technology,wearables
Fields-Moore,Secured reciprocal array,25000.0,59128.0,successful,768,CH,CHF,2021-01-28 06:00:00,2021-11-21 06:00:00,False,False,technology/wearables,technology,wearables
"White, Larson and Wright",Upgradable hybrid capability,9300.0,11255.0,successful,107,US,USD,2020-04-19 05:00:00,2021-02-15 06:00:00,False,False,technology/wearables,technology,wearables
Evans Group,Stand-alone actuating support,8000.0,12985.0,successful,164,US,USD,2021-04-26 05:00:00,2021-07-14 05:00:00,False,False,technology/wearables,technology,wearables
"Santos, Black and Donovan",Pre-emptive scalable access,600.0,5368.0,successful,48,US,USD,2020-04-15 05:00:00,2021-02-08 06:00:00,False,True,technology/wearables,technology,wearables
"Olsen, Edwards and Reid",Optional clear-thinking software,56000.0,172736.0,successful,2107,AU,AUD,2020-10-09 05:00:00,2021-06-06 05:00:00,False,False,technology/wearables,technology,wearables
King Inc,Organic bandwidth-monitored frame,8200.0,5178.0,failed,100,DK,DKK,2020-08-06 05:00:00,2021-08-30 05:00:00,False,False,technology/wearables,technology,wearables
Mason-Sanders,Networked web-enabled instruction set,3200.0,3127.0,failed,41,US,USD,2021-04-12 05:00:00,2021-12-03 06:00:00,False,False,technology/wearables,technology,wearables
"Pacheco, Johnson and Torres",Optional bandwidth-monitored definition,20700.0,41396.0,successful,470,US,USD,2020-07-30 05:00:00,2021-03-22 05:00:00,False,False,technology/wearables,technology,wearables
Burns-Burnett,Front-line scalable definition,3800.0,2241.0,live,86,US,USD,2020-08-28 05:00:00,2021-05-19 05:00:00,False,False,technology/wearables,technology,wearables
Flores-Lambert,Triple-buffered logistical frame,109000.0,42795.0,failed,424,US,USD,2021-07-18 05:00:00,2021-10-05 05:00:00,False,False,technology/wearables,technology,wearables
Hernandez-Grimes,Profit-focused zero administration forecast,102900.0,67546.0,failed,1608,US,USD,2021-01-07 06:00:00,2021-05-08 05:00:00,False,False,technology/wearables,technology,wearables
Thomas-Lopez,User-centric fault-tolerant archive,9400.0,6015.0,failed,118,US,USD,2020-12-24 06:00:00,2021-03-18 05:00:00,False,True,technology/wearables,technology,wearables
Rodriguez-West,Automated optimal function,7000.0,1744.0,failed,32,US,USD,2020-09-24 05:00:00,2021-04-09 05:00:00,False,False,technology/wearables,technology,wearables
"Martin, Martin and Solis",Assimilated uniform methodology,6800.0,5579.0,failed,186,US,USD,2020-05-11 05:00:00,2021-03-29 05:00:00,False,False,technology/wearables,technology,wearables
Obrien and Sons,Pre-emptive transitional frame,1200.0,3984.0,successful,42,US,USD,2021-04-16 05:00:00,2021-08-18 05:00:00,False,True,technology/wearables,technology,wearables
"Grimes, Holland and Sloan",Extended dedicated archive,3600.0,10289.0,successful,381,US,USD,2021-04-16 05:00:00,2021-10-13 05:00:00,False,False,technology/wearables,technology,wearables
Lyons LLC,Balanced impactful circuit,68800.0,162603.0,successful,2756,US,USD,2020-09-12 05:00:00,2021-04-13 05:00:00,False,False,technology/wearables,technology,wearables
Clark Inc,Down-sized mobile time-frame,9200.0,9339.0,successful,85,IT,EUR,2021-06-07 05:00:00,2021-09-06 05:00:00,False,False,technology/wearables,technology,wearables
Hopkins-Browning,Balanced upward-trending productivity,2500.0,13684.0,successful,268,US,USD,2020-05-30 05:00:00,2021-06-13 05:00:00,False,False,technology/wearables,technology,wearables
Lucero Group,Intuitive actuating benchmark,9800.0,3349.0,failed,120,US,USD,2020-07-14 05:00:00,2021-03-26 05:00:00,False,True,technology/wearables,technology,wearables
"Greene, Lloyd and Sims",Balanced leadingedge data-warehouse,2100.0,1768.0,failed,63,US,USD,2021-05-01 05:00:00,2021-09-02 05:00:00,False,False,technology/wearables,technology,wearables
Jarvis and Sons,Business-focused intermediate system engine,29500.0,83843.0,successful,762,US,USD,2021-05-21 05:00:00,2021-07-20 05:00:00,False,False,technology/wearables,technology,wearables
Waters and Sons,Inverse neutral structure,6300.0,13018.0,successful,194,US,USD,2021-08-12 05:00:00,2022-01-16 06:00:00,True,False,technology/wearables,technology,wearables
"Ramos, Moreno and Lewis",Extended multi-state knowledge user,9200.0,13382.0,successful,129,CA,CAD,2021-02-13 06:00:00,2021-10-21 05:00:00,False,False,technology/wearables,technology,wearables
"Jones, Wiley and Robbins",Front-line cohesive extranet,7500.0,14381.0,successful,134,US,USD,2020-11-01 05:00:00,2021-10-22 05:00:00,False,False,technology/wearables,technology,wearables
"Taylor, Wood and Taylor",Cloned hybrid focus group,42100.0,188057.0,successful,2893,CA,CAD,2020-07-15 05:00:00,2021-03-11 06:00:00,False,False,technology/wearables,technology,wearables
"Cole, Petty and Cameron",Realigned zero administration paradigm,100.0,3.0,failed,1,US,USD,2020-08-12 05:00:00,2021-04-17 05:00:00,False,False,technology/wearables,technology,wearables
Sims-Gross,Object-based attitude-oriented analyzer,8700.0,4710.0,failed,83,US,USD,2021-03-05 06:00:00,2021-03-27 05:00:00,False,False,technology/wearables,technology,wearables
Reyes PLC,Expanded optimal pricing structure,8300.0,8317.0,successful,297,US,USD,2020-09-13 05:00:00,2021-04-30 05:00:00,False,False,technology/wearables,technology,wearables
Carson PLC,Visionary system-worthy attitude,28800.0,118847.0,successful,1071,CA,CAD,2021-09-05 05:00:00,2022-02-22 06:00:00,False,False,technology/wearables,technology,wearables
"Hill, Mccann and Moore",Streamlined needs-based knowledge user,6900.0,2091.0,failed,34,US,USD,2020-07-21 05:00:00,2021-06-11 05:00:00,False,False,technology/wearables,technology,wearables
Hunter-Logan,Down-sized needs-based task-force,8600.0,13527.0,successful,366,IT,EUR,2020-08-20 05:00:00,2021-04-08 05:00:00,False,True,technology/wearables,technology,wearables
Lawson and Sons,Reverse-engineered multi-tasking product,1500.0,8447.0,successful,132,IT,EUR,2021-03-21 05:00:00,2021-05-25 05:00:00,False,False,technology/wearables,technology,wearables
Lee PLC,Re-contextualized leadingedge firmware,2000.0,5033.0,successful,65,US,USD,2021-02-02 06:00:00,2021-09-17 05:00:00,False,True,technology/wearables,technology,wearables
Larson-Little,Proactive foreground core,7600.0,5265.0,failed,53,US,USD,2020-12-21 06:00:00,2021-08-23 05:00:00,False,False,theater/plays,theater,plays
Harris Group,Open-source optimizing database,7600.0,13195.0,successful,174,DK,DKK,2020-12-11 06:00:00,2021-08-29 05:00:00,False,False,theater/plays,theater,plays
Carter-Guzman,Centralized cohesive challenge,4500.0,14741.0,successful,227,DK,DKK,2020-12-22 06:00:00,2021-09-21 05:00:00,False,False,theater/plays,theater,plays
Nunez-Richards,Exclusive attitude-oriented intranet,110100.0,21946.0,live,708,DK,DKK,2020-04-08 05:00:00,2021-03-10 06:00:00,False,False,theater/plays,theater,plays
"Perez, Johnson and Gardner",Grass-roots zero administration system engine,6300.0,3030.0,failed,27,US,USD,2020-08-11 05:00:00,2021-06-26 05:00:00,False,True,theater/plays,theater,plays
Johnson-Gould,Exclusive needs-based adapter,9100.0,6089.0,canceled,135,US,USD,2021-03-24 05:00:00,2022-01-27 06:00:00,False,False,theater/plays,theater,plays
Perez-Hess,Down-sized cohesive archive,62500.0,30331.0,failed,674,US,USD,2021-10-12 05:00:00,2021-11-17 06:00:00,False,True,theater/plays,theater,plays
